Emotion,Gender,Talker,Cue,sentencenum,code,sentence,scoring word 1,scoring word 2,Arousal,Valence,Category_Accuracy,GoF,Percent_A,Percent_C,Percent_H,Percent_S,,,,
S,F,1,T,3,SF1T03,T63.  Theo discussed the bump and the lifeboat today,bump,lifeboat,53.6,26.703,1,68.0475,0,0,0,1,,,,
S,M,3,M,9,SM3M09,M309.  Michael discussed the pitch and the tea today,pitch,tea,25.056,26.189,1,68.05,0,0,0,1,,,,
C,M,3,T,13,CM3T13,T253.  Theo discussed the walrus and the orphan today,walrus,orphan,34.108,49.265,0.9,68.065,0,0.9,0,0.1,,,,
H,M,3,V,27,HM3V27,V357.  Victor discussed the river and the item today,river,item,70.933,76.688,1,68.06857143,0,0,1,0,,,,
C,M,3,T,16,CM3T16,T256.  Theo discussed the sport and the chin today,sport,chin,33.079,49.688,1,68.08375,0,1,0,0,,,,
C,M,2,V,12,CM2V12,V132.  Victor discussed the raise and the twigs today,raise,twigs,40.685,55.893,0.9,68.08875,0,0.9,0.1,0,,,,
C,M,3,V,8,CM3V08,V248.  Victor discussed the brat and the field today,brat,field,31.073,49.545,0.9,68.0975,0,0.9,0,0.1,,,,
A,M,1,V,9,AM1V09,V39.  Victor discussed the rug and the vein today,rug,vein,66.423,30.86,0.9,68.11,0.9,0.1,0,0,,,,
C,F,1,T,25,CF1T25,T25.  Theo discussed the revenge and the deer today,revenge,deer,47.888,49.955,0.7,68.11625,0.2,0.7,0,0.1,,,,
S,F,3,V,29,SF3V29,V329.  Victor discussed the depth and the idol today,depth,idol,30.972,36.777,0.7,68.1225,0,0.3,0,0.7,,,,
C,M,1,V,25,CM1V25,V25.  Victor discussed the career and the lake today,career,lake,35.238,53.505,0.8,68.16,0.1,0.8,0,0.1,,,,
A,M,3,V,17,AM3V17,V287.  Victor discussed the crook and the breath today,crook,breath,70.315,31.619,1,68.16375,1,0,0,0,,,,
A,F,2,V,2,AF2V02,V152.  Victor discussed the oats and the east today,oats,east,74.062,24.477,1,68.17285714,1,0,0,0,,,,
C,F,1,V,2,CF1V02,V2. Victor discussed the ball and the quarter today,ball,quarter,45.344,53.658,0.8,68.19375,0,0.8,0.2,0,,,,
A,M,1,M,30,AM1M30,M60.  Michael discussed the stomach and the wealth today,stomach,wealth,69.635,30.548,0.9,68.19625,0.9,0.1,0,0,,,,
C,M,3,T,3,CM3T03,T243.  Theo discussed the partner and the van today,partner,van,32.736,56.817,1,68.20125,0,1,0,0,,,,
S,M,1,V,13,SM1V13,V73.  Victor discussed the sponsor and the footstep today,sponsor,footstep,24.408,32.677,0.8,68.20142857,0,0.2,0,0.8,,,,
S,M,1,M,12,SM1M12,M72.  Michael discussed the tap and the price today,tap,price,30.901,38.186,0.3,68.22,0,0.7,0,0.3,,,,
C,F,1,T,16,CF1T16,T16.  Theo discussed the region and the doctor today,region,doctor,44.315,48.826,0.9,68.2225,0,0.9,0,0.1,,,,
C,F,1,V,19,CF1V19,V19.  Victor discussed the twin and the work today,twin,work,43.26,48.328,1,68.225,0,1,0,0,,,,
C,F,1,M,26,CF1M26,M26.  Michael discussed the bread and the remark today ,bread,remark,41.418,49.738,0.8,68.225,0,0.8,0,0.2,,,,
C,F,3,M,22,CF3M22,M262.  Michael discussed the singer and the flame today,singer,flame,56.337,67.75,0.8,68.25285714,0,0.8,0.2,0,,,,
A,M,1,M,25,AM1M25,M55.  Michael discussed the fence and the seizure today,fence,seizure,76.004,29.562,1,68.26125,1,0,0,0,,,,
C,M,2,M,17,CM2M17,M137.  Michael discussed the lantern and the dispute today,lantern,dispute,45.37,57.007,1,68.28,0,1,0,0,,,,
C,M,1,M,24,CM1M24,M24.  Michael discussed the reply and the tumor today,reply,tumor,35.385,46.916,1,68.3,0,1,0,0,,,,
H,F,1,V,2,HF1V02,V92.  Victor discussed the gun and the egg today,gun,egg,69.778,69.524,1,68.31625,0,0,1,0,,,,
S,F,1,V,23,SF1V23,V83.  Victor discussed the flower and the seam today,flower,seam,54.011,34.448,0.7,68.32625,0,0.1,0.2,0.7,,,,
S,F,1,V,7,SF1V07,V67.  Victor discussed the drinks and the anchor today,drinks,anchor,56.371,30.216,0.8,68.3275,0.1,0.1,0,0.8,,,,
S,F,1,M,22,SF1M22,M82.  Michael discussed the rest and the doorway today,rest,doorway,53.778,28.185,0.8,68.345,0,0.2,0,0.8,,,,
C,M,2,V,15,CM2V15,V135.  Victor discussed the mission and the squid today,mission,squid,44.331,54.722,1,68.35125,0,1,0,0,,,,
H,M,1,V,27,HM1V27,V117.  Victor discussed the acre and the poem today,acre,poem,65.808,71.886,0.9,68.35125,0,0.1,0.9,0,,,,
C,M,2,V,10,CM2V10,V130.  Victor discussed the nuts and the custom today,nuts,custom,44.728,57.386,1,68.3875,0,1,0,0,,,,
H,M,2,V,10,HM2V10,V220.  Victor discussed the wick and the rash today,wick,rash,64.619,65.007,0.7,68.38857143,0.2,0.1,0.7,0,,,,
S,M,3,M,8,SM3M08,M308.  Michael discussed the trolley and the wand today,trolley,wand,23.798,29.51,0.8,68.39142857,0,0.2,0,0.8,,,,
S,M,1,M,21,SM1M21,M81.  Michael discussed the lifetime and the towel today,lifetime,towel,31.267,37.476,0.6,68.40428571,0,0.4,0,0.6,,,,
H,M,1,T,25,HM1T25,T115.  Theo discussed the battle and the purse today,battle,purse,62.229,71.438,0.7,68.4125,0,0.3,0.7,0,,,,
C,F,2,T,23,CF2T23,T143.  Theo discussed the title and the cubs today,title,cubs,46.21,60.539,0.9,68.42,0,0.9,0.1,0,,,,
S,M,3,M,29,SM3M29,M329.  Michael discussed the cue and the style today,cue,style,31.671,34.032,0.7,68.42,0,0.3,0,0.7,,,,
C,M,1,T,13,CM1T13,T12.  Theo discussed the widow and the ray today,widow,ray,35.365,44.834,0.6,68.425,0,0.6,0,0.4,,,,
C,F,1,V,22,CF1V22,V22.  Victor discussed the mast and the critic today,mast,critic,44.741,53.809,0.8,68.4275,0,0.8,0.1,0.1,,,,
C,F,3,T,15,CF3T15,T255.  Theo discussed the racket and the haze today,racket,haze,56.752,62.318,1,68.43571429,0,1,0,0,,,,
C,F,1,T,24,CF1T24,T24.  Theo discussed the pirate and the account today,pirate,account,41.495,48.359,0.8,68.43875,0,0.8,0,0.2,,,,
S,M,1,M,6,SM1M06,M66.  Michael discussed the courage and the marker today,courage,marker,31.763,38.998,0.6,68.44571429,0,0.4,0,0.6,,,,
C,M,3,V,18,CM3V18,V258.  Victor discussed the stranger and the roast today,stranger,roast,35.46,53.9,1,68.45375,0,1,0,0,,,,
C,M,1,V,10,CM1V10,V10.  Victor discussed the fort and the package today,fort,package,35.155,49.361,0.9,68.45375,0,0.9,0,0.1,,,,
S,M,3,T,8,SM3T08,T308.  Theo discussed the dose and the upstairs today,dose,upstairs,26.455,28.161,1,68.45714286,0,0,0,1,,,,
H,M,1,M,14,HM1M14,M104.  Michael discussed the script and the brass today,script,brass,65.998,74.974,0.9,68.45875,0,0.1,0.9,0,,,,
A,F,2,V,13,AF2V13,V163.  Victor discussed the failure and the crab today,failure,crab,74.864,23.092,0.9,68.46285714,0.9,0.1,0,0,,,,
S,M,1,T,30,SM1T30,T90.  Theo discussed the dawn and the format today,dawn,format,23.637,30.77,0.8,68.46285714,0,0.2,0,0.8,,,,
S,F,3,V,28,SF3V28,V328.  Victor discussed the profit and the soccer today,profit,soccer,30.436,39.311,0.7,68.465,0,0.3,0,0.7,,,,
C,M,2,V,29,CM2V29,V149.  Victor discussed the chairman and the shovel today,chairman,shovel,38.941,55.993,1,68.49,0,1,0,0,,,,
C,M,1,V,19,CM1V19,V19.  Victor discussed the twin and the work today,twin,work,36.148,50.936,0.9,68.49625,0,0.9,0,0.1,,,,
A,M,1,T,1,AM1T01,T31.  Theo discussed the yarn and the liquid today,yarn,liquid,74.454,26.373,1,68.50375,1,0,0,0,,,,
H,M,2,M,29,HM2M29,M239.  Michael discussed the sunshine and the bridge today,sunshine,bridge,66.756,70.891,0.9,68.50428571,0,0.1,0.9,0,,,,
A,M,1,T,20,AM1T20,T50.  Theo discussed the attic and the comment today,attic,comment,75.227,27.932,0.8,68.505,0.8,0.2,0,0,,,,
C,M,3,V,25,CM3V25,V265.  Victor discussed the safe and the pizza today,safe,pizza,38.348,51.297,0.8,68.50625,0,0.8,0.1,0.1,,,,
H,M,3,M,21,HM3M21,M351.  Michael discussed the crowd and the source today,crowd,source,68.379,75.057,1,68.50714286,0,0,1,0,,,,
H,F,1,T,28,HF1T28,T118.  Theo discussed the sprinkle and the case today,sprinkle,case,70.525,73.062,0.9,68.565,0,0.1,0.9,0,,,,
C,F,1,M,10,CF1M10,M10.  Michael discussed the shrub and the pressure today,shrub,pressure,43.394,46.597,0.7,68.57875,0.1,0.7,0,0.2,,,,
S,F,3,T,26,SF3T26,T326.  Theo discussed the uncle and the spot today,uncle,spot,31.419,39.107,0.8,68.58,0,0.2,0,0.8,,,,
C,M,3,T,17,CM3T17,T257.  Theo discussed the measles and the servant today,measles,servant,35.755,50.182,0.9,68.59125,0,0.9,0.1,0,,,,
S,M,2,M,18,SM2M18,M198.  Michael discussed the nun and the offer today,nun,offer,28.726,35.857,0.5,68.59125,0,0.5,0,0.5,,,,
S,M,1,M,1,SM1M01,M61.  Michael discussed the pin and the dark today,pin,dark,33.81,32.461,0.7,68.60571429,0.1,0.2,0,0.7,,,,
C,M,2,T,6,CM2T06,T126.  Theo discussed the ham and the baseball today,ham,baseball,46.83,58.593,0.9,68.6175,0,0.9,0.1,0,,,,
H,M,1,M,29,HM1M29,M119.  Michael discussed the skate and the review today,skate,review,64.986,71.154,0.8,68.65625,0,0.2,0.8,0,,,,
A,F,2,T,22,AF2T22,T172.  Theo discussed the snob and the train today,snob,train,71.17,26.307,0.9,68.65714286,0.9,0.1,0,0,,,,
A,F,2,T,24,AF2T24,T174.  Theo discussed the date and the parrot today,date,parrot,74.325,24.936,0.7,68.66285714,0.7,0.3,0,0,,,,
A,F,2,M,9,AF2M09,M159.  Michael discussed the leader and the tone today,leader,tone,73.121,23.404,0.8,68.66428571,0.8,0.2,0,0,,,,
A,F,2,M,7,AF2M07,M157.  Michael discussed the angel and the profile today,angel,profile,74.298,21.997,0.9,68.67857143,0.9,0.1,0,0,,,,
C,M,1,M,4,CM1M04,M4.  Michael discussed the meeting and the decade today,meeting,decade,35.502,49.381,0.8,68.68,0,0.8,0,0.2,,,,
H,M,1,M,4,HM1M04,M94.  Michael discussed the risk and the ceiling today,risk,ceiling,64.205,71.854,0.7,68.6825,0,0.3,0.7,0,,,,
C,F,1,T,21,CF1T21,T21.  Theo discussed the steeple and the act today,steeple,act,46.037,54.438,1,68.725,0,1,0,0,,,,
C,F,1,V,9,CF1V09,V9.  Victor discussed the divorce and the bean today,divorce,bean,40.518,47.978,1,68.7425,0,1,0,0,,,,
H,M,1,V,20,HM1V20,V110.  Victor discussed the curl and the silver today,curl,silver,67.66,68.584,0.8,68.7775,0,0.2,0.8,0,,,,
C,M,2,M,18,CM2M18,M138.  Michael discussed the wife and the district today,wife,district,44.702,60.082,0.9,68.78125,0,0.9,0.1,0,,,,
A,M,1,M,28,AM1M28,M58.  Michael discussed the exchange and the bristle today,exchange,bristle,70.998,31.292,0.9,68.80625,0.9,0,0.1,0,,,,
H,M,1,M,22,HM1M22,M112.  Michael discussed the tin and the back today,tin,back,61.145,69.959,0.7,68.81875,0,0.3,0.7,0,,,,
C,M,2,T,14,CM2T14,T134.  Theo discussed the lap and the function today,lap,function,42.474,57.438,1,68.82,0,1,0,0,,,,
A,F,2,M,20,AF2M20,M170.  Michael discussed the food and the dimple today,food,dimple,76.728,22.522,0.9,68.82285714,0.9,0.1,0,0,,,,
H,M,3,T,14,HM3T14,T344.  Theo discussed the temple and the blow today,temple,blow,67.731,73.211,0.8,68.85142857,0,0.2,0.8,0,,,,
A,F,2,M,26,AF2M26,M176.  Michael discussed the roll and the blink today,roll,blink,73.17,22.088,1,68.85428571,1,0,0,0,,,,
S,F,3,M,19,SF3M19,M319.  Michael discussed the quilt and the fender today,quilt,fender,31.955,39.219,0.8,68.87,0,0.2,0,0.8,,,,
H,F,1,V,15,HF1V15,V105.  Victor discussed the hunter and the reason today,hunter,reason,70.341,72.488,1,68.88,0,0,1,0,,,,
S,M,3,V,28,SM3V28,V328.  Victor discussed the profit and the soccer today,profit,soccer,27.34,29.205,0.9,68.89428571,0,0.1,0,0.9,,,,
C,M,3,V,30,CM3V30,V270.  Victor discussed the medal and the lip today ,medal,lip,32.072,52.31,0.7,68.895,0,0.7,0.1,0.2,,,,
C,M,3,T,11,CM3T11,T251.  Theo discussed the pantry and the bruise today,pantry,bruise,33.701,50.595,0.8,68.9075,0,0.8,0.1,0.1,,,,
C,M,1,V,3,CM1V03,V3.  Victor discussed the drain and the pigs today,drain,pigs,36.591,50.617,0.8,68.9075,0,0.8,0,0.2,,,,
A,F,2,T,20,AF2T20,T170.  Theo discussed the hope and the problem today,hope,problem,72.634,26.495,0.9,68.91,0.9,0.1,0,0,,,,
A,F,2,M,19,AF2M19,M169.  Michael discussed the yoga and the image today,yoga,image,76.21,22.431,0.9,68.91142857,0.9,0.1,0,0,,,,
S,F,1,V,26,SF1V26,V86.  Victor discussed the rack and the ocean today,rack,ocean,57.386,35.249,0.8,68.92125,0,0.1,0.1,0.8,,,,
S,M,1,T,5,SM1T05,T65.  Theo discussed the barn and the spy today,barn,spy,28.337,32.998,0.6,68.92285714,0,0.4,0,0.6,,,,
H,M,3,V,14,HM3V14,V344.  Victor discussed the coupon and the stain today,coupon,stain,72.26,77.295,0.9,68.92428571,0,0.1,0.9,0,,,,
C,M,1,V,28,CM1V28,V28.  Victor discussed the nose and the tank today,nose,tank,37.592,49.103,0.9,68.9275,0,0.9,0,0.1,,,,
H,M,3,T,12,HM3T12,T342.  Theo discussed the needle and the temper today,needle,temper,68.48,77.739,0.8,68.95428571,0,0.2,0.8,0,,,,
H,F,1,T,27,HF1T27,T117.  Theo discussed the giant and the language today,giant,language,68.115,69.129,0.9,68.9575,0,0.1,0.9,0,,,,
C,M,3,T,8,CM3T08,T248.  Theo discussed the suit and the wave today,suit,wave,29.342,54.584,0.9,68.9825,0,0.9,0,0.1,,,,
H,F,1,V,20,HF1V20,V110.  Victor discussed the curl and the silver today,curl,silver,69.078,74.297,1,68.9975,0,0,1,0,,,,
C,M,3,M,11,CM3M11,M251.  Michael discussed the gland and the nugget today,gland,nugget,33.829,51.357,0.9,69.00125,0,0.9,0,0.1,,,,
C,M,2,M,3,CM2M03,M123.  Michael discussed the rocket and the wall today,rocket,wall,42.862,61.323,1,69.015,0,1,0,0,,,,
C,M,3,T,6,CM3T06,T246.  Theo discussed the tar and the delay today,tar,delay,35.715,50.929,1,69.01625,0,1,0,0,,,,
A,F,3,M,29,AF3M29,M299.  Michael discussed the trend and the hill today,trend,hill,69.401,38.694,0.7,69.02375,0.7,0.3,0,0,,,,
C,M,3,V,26,CM3V26,V266.  Victor discussed the barber and the dare today,barber,dare,30.959,49.559,0.8,69.035,0,0.8,0,0.2,,,,
C,F,1,V,15,CF1V15,V15.  Victor discussed the form and the booth today,form,booth,49.799,55.044,0.9,69.0375,0,0.9,0.1,0,,,,
H,M,3,M,8,HM3M08,M338.  Michael discussed the moral and the future today,moral,future,68.009,75.781,0.8,69.04142857,0,0.2,0.8,0,,,,
S,M,1,V,29,SM1V29,V89.  Victor discussed the venture and the shutter today,venture,shutter,25.722,32.777,0.7,69.04142857,0,0.3,0,0.7,,,,
C,M,1,T,17,CM1T17,T17.  Theo discussed the boulder and the size today,boulder,size,36.691,52.06,0.8,69.05,0,0.8,0,0.2,,,,
C,M,2,M,10,CM2M10,M130.  Michael discussed the rink and the grocer today,rink,grocer,42.498,58.398,1,69.055,0,1,0,0,,,,
C,M,2,T,22,CM2T22,T142.  Theo discussed the men and the display today,men,display,44.805,59.98,0.9,69.05625,0,0.9,0.1,0,,,,
S,M,1,T,17,SM1T17,T77.  Theo discussed the clinic and the portion today,clinic,portion,25.664,33.653,0.9,69.07,0,0.1,0,0.9,,,,
C,M,3,V,7,CM3V07,V247.  Victor discussed the lady and the ground today,lady,ground,29.037,49.611,1,69.0725,0,1,0,0,,,,
C,M,1,T,26,CM1T26,T26.  Theo discussed the lie and the produce today,lie,produce,34.747,50.613,0.9,69.07875,0,0.9,0,0.1,,,,
S,M,1,V,24,SM1V24,V84.  Victor discussed the move and the clock today,move,clock,28.206,39.311,0.6,69.08428571,0,0.4,0,0.6,,,,
S,M,1,V,6,SM1V06,V66.  Victor discussed the printer and the hazard today,printer,hazard,36.899,40.445,0.5,69.09571429,0,0.5,0,0.5,,,,
H,F,1,V,28,HF1V28,V118.  Victor discussed the entry and the brain today,entry,brain,71.024,72.351,0.9,69.1225,0,0.1,0.9,0,,,,
S,M,1,V,21,SM1V21,V81.  Victor discussed the organ and the defense today,organ,defense,32.776,42.69,0.5,69.12714286,0,0.5,0,0.5,,,,
C,M,1,V,11,CM1V11,V11.  Victor discussed the globe and the wit today,globe,wit,32.894,52.008,0.8,69.13,0,0.8,0,0.2,,,,
S,F,3,M,18,SF3M18,M318.  Michael discussed the senior and the distance today,senior,distance,32.908,42.432,0.5,69.1575,0,0.5,0,0.5,,,,
H,M,2,T,19,HM2T19,T229.  Theo discussed the desire and the painter today,desire,painter,69.818,70.121,0.7,69.17142857,0.1,0.2,0.7,0,,,,
C,M,1,V,1,CM1V01,V1. Victor discussed the lecture and the tub today,lecture,tub,37.816,48.653,0.8,69.17625,0,0.8,0,0.2,,,,
C,M,1,M,18,CM1M18,M18.  Michael discussed the witch and the earthquake today,witch,earthquake,32.96,50.95,0.9,69.2175,0,0.9,0,0.1,,,,
C,F,1,V,6,CF1V06,V6.  Victor discussed the goat and the command today,goat,command,40.7,52.512,1,69.22625,0,1,0,0,,,,
C,F,2,M,30,CF2M30,M150.  Michael discussed the pie and the hurdle today,pie,hurdle,53.25,61.793,1,69.23571429,0,1,0,0,,,,
C,M,2,M,24,CM2M24,M144.  Michael discussed the hull and the port today,hull,port,43,61.992,0.9,69.25,0,0.9,0.1,0,,,,
S,F,3,M,30,SF3M30,M330.  Michael discussed the power and the dusk today,power,dusk,31.56,40.8,0.7,69.25125,0.1,0.2,0,0.7,,,,
H,M,2,V,27,HM2V27,V237.  Victor discussed the airport and the bullet today,airport,bullet,66.82,70.49,0.8,69.26,0.1,0.1,0.8,0,,,,
C,M,1,M,9,CM1M09,M9.  Michael discussed the learning and the theft today,learning,theft,35.552,45.34,0.8,69.26125,0,0.8,0,0.2,,,,
A,F,2,T,14,AF2T14,T164.  Theo discussed the vote and the fish today,vote,fish,74.742,23.517,1,69.27285714,1,0,0,0,,,,
C,M,3,V,3,CM3V03,V243.  Victor discussed the index and the drift today,index,drift,33.344,50.163,0.8,69.275,0,0.8,0.1,0.1,,,,
S,M,3,V,30,SM3V30,V330.  Victor discussed the scuffle and the branch today,scuffle,branch,25.186,26.556,1,69.28571429,0,0,0,1,,,,
S,M,3,M,30,SM3M30,M330.  Michael discussed the power and the dusk today,power,dusk,25.198,29.362,0.9,69.28714286,0,0.1,0,0.9,,,,
S,M,3,V,12,SM3V12,V312.  Victor discussed the ruins and the wig today,ruins,wig,22.888,26.341,1,69.30285714,0,0,0,1,,,,
S,F,3,V,14,SF3V14,V314.  Victor discussed the mayor and the tackle today,mayor,tackle,32.638,33.295,1,69.3125,0,0,0,1,,,,
S,F,3,M,1,SF3M01,M301.  Michael discussed the truth and the resort today,truth,resort,29.352,36.91,0.7,69.32125,0,0.3,0,0.7,,,,
H,M,2,M,22,HM2M22,M232.  Michael discussed the sole and the hedge today,sole,hedge,66.353,65.582,0.5,69.32142857,0,0.5,0.5,0,,,,
S,M,1,V,4,SM1V04,V64.  Victor discussed the volume and the jam today,volume,jam,26.879,34.074,0.8,69.33,0,0.2,0,0.8,,,,
S,F,1,V,4,SF1V04,V64.  Victor discussed the volume and the jam today,volume,jam,52.499,29.174,1,69.345,0,0,0,1,,,,
C,M,1,T,10,CM1T10,T10. Theo discussed the string and the cockpit today,string,cockpit,35.037,51.278,0.8,69.35,0,0.8,0,0.2,,,,
S,F,3,V,3,SF3V03,V303.  Victor discussed the bird and the gang today,bird,gang,29.16,39.523,0.7,69.35375,0,0.3,0,0.7,,,,
C,F,1,M,16,CF1M16,M16.  Michael discussed the perfume and the barrel today,perfume,barrel,47.928,50.623,0.9,69.3575,0,0.9,0,0.1,,,,
C,F,1,T,15,CF1T15,T15.  Theo discussed the note and the wool today,note,wool,41.794,47.598,0.7,69.3725,0.2,0.7,0,0.1,,,,
C,M,1,T,18,CM1T18,T18.  Theo discussed the trip and the brother today,trip,brother,34.018,47.538,0.8,69.3725,0,0.8,0,0.2,,,,
C,M,3,T,14,CM3T14,T254.  Theo discussed the quiz and the basin today,quiz,basin,30.63,52.722,0.9,69.375,0,0.9,0.1,0,,,,
S,M,1,T,24,SM1T24,T84.  Theo discussed the wart and the rock today,wart,rock,24.569,30.902,0.8,69.38857143,0,0.2,0,0.8,,,,
C,F,1,M,12,CF1M12,M12.  Michael discussed the basket and the winner today,basket,winner,40.404,55.745,1,69.39,0,1,0,0,,,,
C,M,1,T,14,CM1T14,T14.  Theo discussed the stair and the present today,stair,present,36.491,55.134,0.9,69.39625,0,0.9,0,0.1,,,,
H,M,2,V,17,HM2V17,V227.  Victor discussed the suitcase and the fans today,suitcase,fans,63.769,65.218,0.6,69.40142857,0.1,0.3,0.6,0,,,,
S,F,1,V,11,SF1V11,V71.  Victor discussed the easel and the boot today,easel,boot,55.899,31.673,0.9,69.41375,0,0,0.1,0.9,,,,
C,M,2,T,30,CM2T30,T150.  Theo discussed the couch and the armor today,couch,armor,44.548,56.099,1,69.4525,0,1,0,0,,,,
H,M,1,M,20,HM1M20,M110.  Michael discussed the neck and the wedding today,neck,wedding,63.749,65.199,0.6,69.4525,0.1,0.3,0.6,0,,,,
A,M,1,T,26,AM1T26,T56.  Theo discussed the wrinkles and the deck today,wrinkles,deck,73.503,28.575,0.9,69.4625,0.9,0,0,0.1,,,,
A,M,1,T,24,AM1T24,T54.  Theo discussed the bargain and the traffic today,bargain,traffic,73.623,27.664,1,69.4975,1,0,0,0,,,,
C,M,1,M,21,CM1M21,M21.  Michael discussed the pepper and the shame today,pepper,shame,36.241,49.92,0.9,69.5025,0,0.9,0,0.1,,,,
C,F,2,M,15,CF2M15,M135.  Michael discussed the viewpoint and the cow today,viewpoint,cow,53.222,61.064,1,69.51142857,0,1,0,0,,,,
C,M,2,T,1,CM2T01,T121.  Theo discussed the otter and the pickle today,otter,pickle,44.178,56.334,0.7,69.52875,0,0.7,0.1,0.2,,,,
C,M,1,M,12,CM1M12,M12.  Michael discussed the basket and the winner today,basket,winner,36.85,49.466,0.8,69.55,0,0.8,0,0.2,,,,
H,F,3,M,1,HF3M01,M331.  Michael discussed the throat and the swirl today,throat,swirl,67.691,71.744,0.9,69.555,0,0.1,0.9,0,,,,
H,M,3,M,22,HM3M22,M352.  Michael discussed the object and the rattle today,object,rattle,71.104,76.019,1,69.57714286,0,0,1,0,,,,
A,M,1,T,17,AM1T17,T47.  Theo discussed the debt and the junction today,debt,junction,76.014,30.077,0.9,69.57875,0.9,0.1,0,0,,,,
C,M,1,T,21,CM1T21,T21.  Theo discussed the steeple and the act today,steeple,act,34.818,51.711,0.9,69.5875,0,0.9,0,0.1,,,,
S,M,1,M,18,SM1M18,M78.  Michael discussed the bolts and the painting today,bolts,painting,26.1,36.82,0.6,69.58857143,0,0.4,0,0.6,,,,
S,F,1,M,1,SF1M01,M61.  Michael discussed the pin and the dark today,pin,dark,51.317,33.475,0.9,69.5925,0,0,0.1,0.9,,,,
S,F,1,V,18,SF1V18,V78.  Victor discussed the night and the business today,night,business,55.532,30.394,1,69.5925,0,0,0,1,,,,
S,F,1,V,12,SF1V12,V72.  Victor discussed the dye and the roof today,dye,roof,55.947,33.119,0.8,69.59375,0,0.1,0.1,0.8,,,,
C,F,2,M,6,CF2M06,M126.  Michael discussed the mill and the treaty today,mill,treaty,50.77,62.717,1,69.67142857,0,1,0,0,,,,
H,F,3,T,7,HF3T07,T337.  Theo discussed the glance and the slate today,glance,slate,66.188,73.985,0.8,69.68125,0,0.2,0.8,0,,,,
C,M,3,M,23,CM3M23,M263.  Michael discussed the pride and the glimpse today,pride,glimpse,36.682,51.393,0.9,69.69125,0,0.9,0.1,0,,,,
C,M,1,V,24,CM1V24,V24.  Victor discussed the hammer and the music today,hammer,music,36.747,49.716,0.8,69.69375,0,0.8,0,0.2,,,,
C,F,3,T,29,CF3T29,T269.  Theo discussed the spice and the giraffe today,spice,giraffe,54.125,61.114,1,69.69857143,0,1,0,0,,,,
A,F,2,T,6,AF2T06,T156.  Theo discussed the stay and the ferns today,stay,ferns,70.902,22.473,1,69.72142857,1,0,0,0,,,,
C,F,1,T,18,CF1T18,T18.  Theo discussed the trip and the brother today,trip,brother,39.677,51.584,0.7,69.73125,0.1,0.7,0.1,0.1,,,,
A,F,2,T,27,AF2T27,T177.  Theo discussed the mammal and the witness today,mammal,witness,74.367,24.367,1,69.73571429,1,0,0,0,,,,
C,F,3,V,9,CF3V09,V249.  Victor discussed the complaint and the tribute today,complaint,tribute,59.738,64.63,1,69.73857143,0,1,0,0,,,,
C,F,1,T,1,CF1T01,T1. Theo discussed the address and the wheat today,address,wheat,50.595,55.856,0.8,69.7425,0,0.8,0.2,0,,,,
A,M,3,T,16,AM3T16,T286.  Theo discussed the trio and the skid today,trio,skid,70.933,29.505,1,69.75625,1,0,0,0,,,,
C,M,1,M,8,CM1M08,M8.  Michael discussed the shipment and the chapter today,shipment,chapter,36.125,50.79,0.8,69.795,0,0.8,0,0.2,,,,
H,M,2,M,21,HM2M21,M231.  Michael discussed the surprise and the growl today,surprise,growl,62.451,69.81,0.4,69.80285714,0,0.6,0.4,0,,,,
C,F,1,V,5,CF1V05,V5.  Victor discussed the collar and the bat today,collar,bat,37.416,55.501,0.9,69.80875,0,0.9,0.1,0,,,,
C,F,1,M,21,CF1M21,M21.  Michael discussed the pepper and the shame today,pepper,shame,45.066,48.349,0.7,69.8175,0.1,0.7,0,0.2,,,,
C,F,3,T,5,CF3T05,T245.  Theo discussed the other and the contest today,other,contest,59.119,62.964,1,69.82857143,0,1,0,0,,,,
C,F,3,T,10,CF3T10,T250.  Theo discussed the row and the lace today,row,lace,60.869,59.908,1,69.84285714,0,1,0,0,,,,
C,F,2,M,1,CF2M01,M121.  Michael discussed the bamboo and the police today,bamboo,police,52.228,63.323,1,69.87714286,0,1,0,0,,,,
A,F,2,V,10,AF2V10,V160.  Victor discussed the range and the tires today,range,tires,73.77,23.659,0.9,69.88,0.9,0.1,0,0,,,,
H,M,2,M,15,HM2M15,M225.  Michael discussed the marine and the bedroom today,marine,bedroom,70.041,69.21,0.8,69.88,0.1,0.1,0.8,0,,,,
C,F,3,T,14,CF3T14,T254.  Theo discussed the quiz and the basin today,quiz,basin,56.192,63.303,0.9,69.88285714,0,0.9,0.1,0,,,,
S,M,1,M,23,SM1M23,M83.  Michael discussed the motion and the age today,motion,age,28.409,36.2,0.7,69.89428571,0,0.3,0,0.7,,,,
A,M,1,T,13,AM1T13,T43.  Theo discussed the cushion and the broadcast today,cushion,broadcast,74.965,29.229,1,69.895,1,0,0,0,,,,
S,F,1,V,14,SF1V14,V74.  Victor discussed the cross and the airplane today,cross,airplane,53.06,31.632,0.9,69.895,0,0.1,0,0.9,,,,
C,F,3,V,8,CF3V08,V248.  Victor discussed the brat and the field today,brat,field,59.551,60.621,1,69.90142857,0,1,0,0,,,,
H,M,2,T,26,HM2T26,T236.  Theo discussed the dive and the blood today,dive,blood,63.232,68.077,0.5,69.90571429,0,0.5,0.5,0,,,,
